Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-18 09:30:00-04:00,218.25,219.16000366210938,218.1721954345703,218.50999450683594,2867859,0.0,0.0
2024-09-18 09:35:00-04:00,218.5050048828125,219.5299072265625,218.38499450683594,218.99000549316406,1488947,0.0,0.0
2024-09-18 09:40:00-04:00,219.25,219.44000244140625,218.99000549316406,219.07000732421875,872158,0.0,0.0
2024-09-18 09:45:00-04:00,219.05999755859375,219.1699981689453,218.63999938964844,218.79429626464844,717736,0.0,0.0
2024-09-18 09:50:00-04:00,218.78500366210938,219.39500427246094,218.4600067138672,219.1999969482422,848006,0.0,0.0
2024-09-18 09:55:00-04:00,219.17999267578125,219.39999389648438,218.9149932861328,219.1999969482422,563386,0.0,0.0
2024-09-18 10:00:00-04:00,219.2100067138672,219.4250030517578,218.97999572753906,219.39500427246094,585807,0.0,0.0
2024-09-18 10:05:00-04:00,219.38999938964844,219.8000030517578,219.29010009765625,219.63999938964844,831026,0.0,0.0
2024-09-18 10:10:00-04:00,219.60000610351562,219.9499969482422,219.1804962158203,219.91000366210938,730329,0.0,0.0
2024-09-18 10:15:00-04:00,219.9199981689453,219.99000549316406,219.44000244140625,219.67999267578125,636855,0.0,0.0
2024-09-18 10:20:00-04:00,219.69009399414062,219.78939819335938,219.21499633789062,219.72000122070312,526776,0.0,0.0
2024-09-18 10:25:00-04:00,219.6999969482422,220.73500061035156,219.6300048828125,220.73500061035156,1050885,0.0,0.0
2024-09-18 10:30:00-04:00,220.7301025390625,220.8699951171875,220.4600067138672,220.67999267578125,858875,0.0,0.0
2024-09-18 10:35:00-04:00,220.6999969482422,221.25,220.6999969482422,221.2449951171875,959657,0.0,0.0
2024-09-18 10:40:00-04:00,221.24000549316406,221.61000061035156,221.11000061035156,221.5399932861328,922478,0.0,0.0
2024-09-18 10:45:00-04:00,221.53500366210938,221.55999755859375,221.05999755859375,221.24989318847656,774656,0.0,0.0
2024-09-18 10:50:00-04:00,221.23500061035156,221.41000366210938,221.00999450683594,221.32000732421875,699917,0.0,0.0
2024-09-18 10:55:00-04:00,221.31500244140625,221.56939697265625,220.86000061035156,220.92999267578125,759207,0.0,0.0
2024-09-18 11:00:00-04:00,220.93499755859375,221.24000549316406,220.86000061035156,221.24000549316406,595419,0.0,0.0
2024-09-18 11:05:00-04:00,221.24740600585938,221.39990234375,221.14999389648438,221.17999267578125,587198,0.0,0.0
2024-09-18 11:10:00-04:00,221.1750030517578,221.1750030517578,220.72000122070312,220.91000366210938,504140,0.0,0.0
2024-09-18 11:15:00-04:00,220.9199981689453,220.94500732421875,220.63999938964844,220.6999969482422,348226,0.0,0.0
2024-09-18 11:20:00-04:00,220.6999969482422,220.6999969482422,220.25100708007812,220.3800048828125,663915,0.0,0.0
2024-09-18 11:25:00-04:00,220.39999389648438,220.74000549316406,220.30799865722656,220.6300048828125,482857,0.0,0.0
2024-09-18 11:30:00-04:00,220.63999938964844,220.65499877929688,220.02999877929688,220.07009887695312,517341,0.0,0.0
2024-09-18 11:35:00-04:00,220.07000732421875,220.17999267578125,219.89999389648438,220.00140380859375,570382,0.0,0.0
2024-09-18 11:40:00-04:00,219.99000549316406,220.02000427246094,219.75999450683594,219.83999633789062,405320,0.0,0.0
2024-09-18 11:45:00-04:00,219.85000610351562,219.9600067138672,219.7050018310547,219.7736053466797,439361,0.0,0.0
2024-09-18 11:50:00-04:00,219.77999877929688,219.91000366210938,219.55999755859375,219.8159942626953,379828,0.0,0.0
2024-09-18 11:55:00-04:00,219.82899475097656,220.0885009765625,219.52000427246094,219.6114959716797,403998,0.0,0.0
2024-09-18 12:00:00-04:00,219.61000061035156,219.92970275878906,219.5500030517578,219.6999969482422,251195,0.0,0.0
2024-09-18 12:05:00-04:00,219.7071075439453,219.9949951171875,219.68499755859375,219.97000122070312,261050,0.0,0.0
2024-09-18 12:10:00-04:00,219.97500610351562,220.3800048828125,219.97000122070312,220.32000732421875,393481,0.0,0.0
2024-09-18 12:15:00-04:00,220.32159423828125,220.55499267578125,220.32159423828125,220.35000610351562,359905,0.0,0.0
2024-09-18 12:20:00-04:00,220.34500122070312,220.6999969482422,220.34500122070312,220.6300048828125,368727,0.0,0.0
2024-09-18 12:25:00-04:00,220.6300048828125,220.86990356445312,220.61000061035156,220.80999755859375,379855,0.0,0.0
2024-09-18 12:30:00-04:00,220.8000030517578,220.8800048828125,220.6999969482422,220.77000427246094,232681,0.0,0.0
2024-09-18 12:35:00-04:00,220.77000427246094,221.0,220.72999572753906,220.89999389648438,244930,0.0,0.0
2024-09-18 12:40:00-04:00,220.9040985107422,220.9199981689453,220.25999450683594,220.8000030517578,650258,0.0,0.0
2024-09-18 12:45:00-04:00,220.7949981689453,221.1199951171875,220.72999572753906,221.0399932861328,390468,0.0,0.0
2024-09-18 12:50:00-04:00,221.0500030517578,221.27000427246094,221.00999450683594,221.11000061035156,407429,0.0,0.0
2024-09-18 12:55:00-04:00,221.08999633789062,221.35000610351562,221.07000732421875,221.28500366210938,369454,0.0,0.0
2024-09-18 13:00:00-04:00,221.28500366210938,221.33999633789062,221.05499267578125,221.12950134277344,428872,0.0,0.0
