Datetime,Open,High,Low,Close,Volume,rsi,macd,macdh,macds,obv,OBV_Trend,so,STOCH_d,STOCH_s,Action,Returns
2024-09-18 09:30:00-04:00,218.25,219.16000366210935,218.1721954345703,218.50999450683597,2867859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold,0.0
2024-09-18 09:35:00-04:00,218.5050048828125,219.5299072265625,218.38499450683597,218.9900054931641,1488947,100.0,0.0,0.0,0.0,1488947.0,0.0,0.0,0.0,0.0,hold,0.0
2024-09-18 09:40:00-04:00,219.25,219.44000244140625,218.9900054931641,219.07000732421875,872158,100.0,0.0,0.0,0.0,2361105.0,1.0,0.0,0.0,0.0,hold,0.0
2024-09-18 09:45:00-04:00,219.05999755859372,219.1699981689453,218.63999938964844,218.79429626464844,717736,95.51281971687227,0.0,0.0,0.0,1643369.0,-1.0,0.0,0.0,0.0,buy,0.0
2024-09-18 09:50:00-04:00,218.78500366210935,219.3950042724609,218.4600067138672,219.1999969482422,848006,95.81070605663894,0.0,0.0,0.0,2491375.0,1.0,0.0,0.0,0.0,hold,0.0
2024-09-18 09:55:00-04:00,219.17999267578125,219.3999938964844,218.9149932861328,219.1999969482422,563386,95.81070605663892,0.0,0.0,0.0,2491375.0,2491375.0,0.0,0.0,0.0,hold,0.0
2024-09-18 10:00:00-04:00,219.2100067138672,219.4250030517578,218.97999572753903,219.3950042724609,585807,95.96020925701687,0.0,0.0,0.0,3077182.0,1.0,0.0,0.0,0.0,hold,0.0
2024-09-18 10:05:00-04:00,219.38999938964844,219.8000030517578,219.29010009765625,219.63999938964844,831026,96.14628118930159,0.0,0.0,0.0,3908208.0,1.0,0.0,0.0,0.0,buy,0.0
2024-09-18 10:10:00-04:00,219.6000061035156,219.9499969482422,219.1804962158203,219.91000366210935,730329,96.34603028955618,0.0,0.0,0.0,4638537.0,1.0,0.0,0.0,0.0,buy,0.0
2024-09-18 10:15:00-04:00,219.9199981689453,219.9900054931641,219.44000244140625,219.67999267578125,636855,91.97256451208165,0.0,0.0,0.0,4001682.0,-1.0,0.0,0.0,0.0,buy,0.0
2024-09-18 10:20:00-04:00,219.69009399414065,219.78939819335935,219.21499633789065,219.72000122070312,526776,92.0402476249103,0.0,0.0,0.0,4528458.0,1.0,0.0,0.0,0.0,hold,0.0
2024-09-18 10:25:00-04:00,219.6999969482422,220.7350006103516,219.6300048828125,220.7350006103516,1050885,93.53053375383575,0.0,0.0,0.0,5579343.0,1.0,0.0,0.0,0.0,buy,0.0
2024-09-18 10:30:00-04:00,220.7301025390625,220.8699951171875,220.4600067138672,220.67999267578125,858875,92.51954153106762,0.0,0.0,0.0,4720468.0,-1.0,0.0,0.0,0.0,hold,0.0
2024-09-18 10:35:00-04:00,220.6999969482422,221.25,220.6999969482422,221.2449951171875,959657,93.31842415300879,0.0,0.0,0.0,5680125.0,1.0,0.0,0.0,0.0,hold,0.0
2024-09-18 10:40:00-04:00,221.2400054931641,221.6100006103516,221.1100006103516,221.5399932861328,922478,93.69692011340251,0.0,0.0,0.0,6602603.0,1.0,0.0,0.0,0.0,buy,0.0
2024-09-18 10:45:00-04:00,221.53500366210935,221.55999755859372,221.05999755859372,221.24989318847656,774656,88.39396214289812,0.0,0.0,0.0,5827947.0,-1.0,95.41153948722118,0.0,0.0,hold,0.0
2024-09-18 10:50:00-04:00,221.2350006103516,221.41000366210935,221.00999450683597,221.32000732421875,699917,88.56244987070596,0.0,0.0,0.0,6527864.0,1.0,92.39702555385585,0.0,0.0,hold,0.0
2024-09-18 10:55:00-04:00,221.31500244140625,221.56939697265625,220.8600006103516,220.92999267578125,759207,81.47682126586044,0.0,0.0,0.0,5768657.0,-1.0,85.9247489964695,91.2444380125155,-5.319689016045999,hold,0.0
2024-09-18 11:00:00-04:00,220.93499755859372,221.2400054931641,220.8600006103516,221.2400054931641,595419,82.66411504903793,0.0,0.0,0.0,6364076.0,1.0,85.15911375462987,87.82696276831841,-2.6678490136885387,hold,0.0
2024-09-18 11:05:00-04:00,221.24740600585935,221.39990234375,221.1499938964844,221.17999267578125,587198,81.57407146092828,0.0,0.0,0.0,5776878.0,-1.0,82.77780464810685,84.6205557997354,-1.8427511516285477,hold,0.0
2024-09-18 11:10:00-04:00,221.1750030517578,221.1750030517578,220.72000122070312,220.91000366210935,504140,76.67549181057238,0.0,0.0,0.0,5272738.0,-1.0,80.36955803920254,82.76882548064641,-2.399267441443868,hold,0.0
2024-09-18 11:15:00-04:00,220.9199981689453,220.94500732421875,220.63999938964844,220.6999969482422,348226,73.00324413063463,0.0,0.0,0.0,4924512.0,-1.0,72.46041131202203,78.5359246664438,-6.075513354421773,hold,0.0
2024-09-18 11:20:00-04:00,220.6999969482422,220.6999969482422,220.25100708007807,220.3800048828125,663915,67.68397499143877,0.0,0.0,0.0,4260597.0,-1.0,60.79153047700234,71.20716660940897,-10.415636132406632,hold,0.0
2024-09-18 11:25:00-04:00,220.3999938964844,220.7400054931641,220.30799865722656,220.6300048828125,482857,69.55066863219079,0.0,0.0,0.0,4743454.0,1.0,56.75619919147057,63.336046993498314,-6.579847802027743,hold,0.0
2024-09-18 11:30:00-04:00,220.63999938964844,220.65499877929688,220.02999877929688,220.07009887695312,517341,61.045746838989295,0.0,0.0,0.0,4226113.0,-1.0,43.31732154730432,53.62168373859241,-10.304362191288092,hold,0.0
2024-09-18 11:35:00-04:00,220.07000732421875,220.17999267578125,219.8999938964844,220.00140380859372,570382,60.0751057401484,0.30356597244616523,0.0,0.0,3655731.0,-1.0,29.079689768382188,43.05107016905236,-13.97138040067017,hold,0.0
2024-09-18 11:40:00-04:00,219.9900054931641,220.0200042724609,219.75999450683597,219.83999633789065,405320,57.75156764215428,0.22900225711254052,0.0,0.0,3250411.0,-1.0,10.82726910956479,27.7414268084171,-16.914157698852307,hold,0.0
