,Datetime,Open,High,Low,Close,Volume,rsi,macd,obv,so,action,change_pct,change_shares,profits,shares,curr_capital
33,2024-01-12 00:00:00-05:00,155.38999938964844,156.1999969482422,154.00999450683594,154.6199951171875,40460300,63.09747797388568,0.26641062913687263,38587000.0,82.99619589343243,hold,0.0,0.0,0.0,0.0,10000.0
34,2024-01-16 00:00:00-05:00,153.52999877929688,154.99000549316406,152.14999389648438,153.16000366210938,41384600,58.878310153820294,0.22205347148732368,-2797600.0,78.27742318654497,hold,0.0,0.0,0.0,0.0,10000.0
35,2024-01-17 00:00:00-05:00,151.49000549316406,152.14999389648438,149.91000366210938,151.7100067138672,34953400,54.948495541850114,0.07770903790148709,-37751000.0,69.46139866082366,hold,0.0,0.0,0.0,0.0,10000.0
36,2024-01-18 00:00:00-05:00,152.77000427246094,153.77999877929688,151.82000732421875,153.5,37850200,58.620249650738465,0.08485278349419478,99200.0,66.61588155205513,hold,0.0,0.0,0.0,0.0,10000.0
37,2024-01-19 00:00:00-05:00,153.8300018310547,155.75999450683594,152.74000549316406,155.33999633789062,51033700,62.04467168975881,0.18956957932325258,51132900.0,72.15448289123145,hold,0.0,0.0,0.0,0.0,10000.0
38,2024-01-22 00:00:00-05:00,156.88999938964844,157.0500030517578,153.89999389648438,154.77999877929688,43687500,60.40621524324095,0.1963597741951315,7445400.0,79.95426238303916,hold,0.0,0.0,0.0,0.0,10000.0
39,2024-01-23 00:00:00-05:00,154.85000610351562,156.2100067138672,153.92999267578125,156.02000427246094,37986000,62.75183419170492,0.2558399654880881,45431400.0,86.35671464503143,hold,0.0,0.0,0.0,0.0,10000.0
40,2024-01-24 00:00:00-05:00,157.8000030517578,158.50999450683594,156.47999572753906,156.8699951171875,48547300,64.31254123236597,0.31975424109859496,93978700.0,87.2255664147741,hold,0.0,0.0,0.0,0.0,10000.0
41,2024-01-25 00:00:00-05:00,156.9499969482422,158.50999450683594,154.5500030517578,157.75,43638600,65.90533112797614,0.3842838641132871,137617300.0,91.48562159762261,hold,0.0,0.0,0.0,0.0,10000.0
42,2024-01-26 00:00:00-05:00,158.4199981689453,160.72000122070312,157.91000366210938,159.1199951171875,51047400,68.27894012037873,0.47621059688344847,188664700.0,90.74685343153317,hold,0.0,0.0,0.0,0.0,10000.0
43,2024-01-29 00:00:00-05:00,159.33999633789062,161.2899932861328,158.89999389648438,161.25999450683594,45270400,71.60440927022036,0.6285448495648329,233935100.0,94.45094872110207,hold,0.0,0.0,0.0,0.0,10000.0
44,2024-01-30 00:00:00-05:00,160.6999969482422,161.72999572753906,158.49000549316406,159.0,45207400,63.97652182184634,0.5285258400531352,188727700.0,88.56424003271403,hold,0.0,0.0,0.0,0.0,10000.0
45,2024-01-31 00:00:00-05:00,157.0,159.00999450683594,154.80999755859375,155.1999969482422,50284400,53.631214687177255,0.17609549155070026,138443300.0,73.8096172042259,buy,-0.18623999633789062,12.0,0.0,12.0,8137.600036621094
46,2024-02-01 00:00:00-05:00,155.8699951171875,159.75999450683594,155.6199951171875,159.27999877929688,76542400,60.93533564352515,0.18641573226833774,214985700.0,66.97687728198872,buy,-0.19573338338392132,10.0,48.96002197265625,22.0,6544.800048828125
47,2024-02-02 00:00:00-05:00,169.19000244140625,172.5,167.3300018310547,171.80999755859375,117154900,74.31605217654011,0.9623941959318763,332140600.0,73.65753257695982,buy,-0.18375962198043003,7.0,324.6199951171875,29.0,5342.130065917969
