,Datetime,Open,High,Low,Close,Volume,rsi,macd,obv,so,action,change_pct,change_shares,profits,shares,curr_capital
33,2024-01-12 00:00:00-05:00,35.81999969482422,35.81999969482422,34.93000030517578,34.939998626708984,822600,39.78194807925562,-0.4039781451808706,-5030500.0,19.151537346117422,hold,0.0,0.0,0.0,0.0,10000.0
34,2024-01-16 00:00:00-05:00,35.439998626708984,36.08000183105469,35.20000076293945,35.959999084472656,1199900,49.374882184586895,-0.30821449508309107,-3830600.0,25.212143406723484,hold,0.0,0.0,0.0,0.0,10000.0
35,2024-01-17 00:00:00-05:00,35.779998779296875,36.220001220703125,35.779998779296875,36.060001373291016,974200,50.21229788437463,-0.2286706815205084,-2856400.0,31.127694017413482,hold,0.0,0.0,0.0,0.0,10000.0
36,2024-01-18 00:00:00-05:00,36.22999954223633,36.56999969482422,36.040000915527344,36.560001373291016,962200,54.28410352797449,-0.13741485921606494,-1894200.0,45.23959813866711,hold,0.0,0.0,0.0,0.0,10000.0
37,2024-01-19 00:00:00-05:00,36.599998474121094,36.599998474121094,36.04999923706055,36.18000030517578,1102300,50.87846570759524,-0.09944837379367744,-2996500.0,49.05777872381547,hold,0.0,0.0,0.0,0.0,10000.0
38,2024-01-22 00:00:00-05:00,36.279998779296875,37.279998779296875,36.220001220703125,37.060001373291016,1812500,57.524298567985426,-0.016235822545729583,-1184000.0,64.12394595098554,hold,0.0,0.0,0.0,0.0,10000.0
39,2024-01-23 00:00:00-05:00,37.279998779296875,37.599998474121094,36.599998474121094,36.720001220703125,963000,54.4586326861192,0.013153323724868687,-2147000.0,69.65781673273723,hold,0.0,0.0,0.0,0.0,10000.0
40,2024-01-24 00:00:00-05:00,36.83000183105469,36.959999084472656,36.310001373291016,36.45000076293945,739400,52.08477670471961,0.011703612783745515,-2886400.0,74.4566002811148,hold,0.0,0.0,0.0,0.0,10000.0
41,2024-01-25 00:00:00-05:00,36.72999954223633,36.95500183105469,36.35499954223633,36.45000076293945,743600,52.08477670471961,0.008204823376568415,-2886400.0,65.64736484730659,hold,0.0,0.0,0.0,0.0,10000.0
42,2024-01-26 00:00:00-05:00,36.5,36.60499954223633,36.29999923706055,36.52000045776367,827500,52.704655866343174,0.008053640145813695,-2058900.0,62.14146156667124,hold,0.0,0.0,0.0,0.0,10000.0
43,2024-01-29 00:00:00-05:00,36.66999816894531,37.209999084472656,36.349998474121094,37.189998626708984,820300,58.269457680074204,0.04828074192489826,-1238600.0,69.23078633091959,hold,0.0,0.0,0.0,0.0,10000.0
44,2024-01-30 00:00:00-05:00,36.90999984741211,37.15999984741211,36.439998626708984,36.95000076293945,1453900,55.73950240893725,0.05352353687514416,-2692500.0,75.05829868757372,hold,0.0,0.0,0.0,0.0,10000.0
45,2024-01-31 00:00:00-05:00,36.849998474121094,37.439998626708984,36.41999816894531,36.4900016784668,1326100,51.15498037866807,0.022402055179574998,-4018600.0,74.70866217349956,hold,0.0,0.0,0.0,0.0,10000.0
46,2024-02-01 00:00:00-05:00,36.709999084472656,37.025001525878906,36.2400016784668,36.959999084472656,1205700,55.208649619243246,0.02941873343755702,-2812900.0,71.49721018356011,hold,0.0,0.0,0.0,0.0,10000.0
47,2024-02-02 00:00:00-05:00,36.54999923706055,36.650001525878906,36.08000183105469,36.380001068115234,849100,49.72444447749005,-0.007103460492080105,-3662000.0,62.128524994765385,hold,0.0,0.0,0.0,0.0,10000.0
48,2024-02-05 00:00:00-05:00,36.08000183105469,36.08000183105469,35.560001373291016,36.0,1546400,46.46758050866895,-0.056220894034115954,-5208400.0,48.92176200822558,hold,0.0,0.0,0.0,0.0,10000.0
49,2024-02-06 00:00:00-05:00,34.279998779296875,37.70000076293945,33.861000061035156,37.060001373291016,2631100,55.26886216092931,-0.018632232233787405,-2577300.0,51.354775976117836,hold,0.0,0.0,0.0,0.0,10000.0
50,2024-02-07 00:00:00-05:00,36.97999954223633,38.70000076293945,36.88999938964844,38.5099983215332,1977000,63.990393826814945,0.09626274370583343,-600300.0,66.99037356434116,hold,0.0,0.0,0.0,0.0,10000.0
