Datetime,Open,High,Low,Close,Volume,rsi,macd,obv,so,action,change_pct,change_shares,profits,shares
2024-09-18 12:15:00-04:00,220.32159423828125,220.55499267578125,220.32159423828125,220.3500061035156,359905,63.04639292100729,-0.05943724614164442,4052511.0,38.88139060273381,hold,0.0,0.0,0.0,0.0
2024-09-18 12:20:00-04:00,220.34500122070312,220.6999969482422,220.34500122070312,220.6300048828125,368727,66.08408408527087,-0.018494522619201037,4421238.0,56.86715965347234,hold,0.0,0.0,0.0,0.0
2024-09-18 12:25:00-04:00,220.6300048828125,220.86990356445312,220.6100006103516,220.80999755859372,379855,67.9102351249673,0.018688925981034818,4801093.0,74.53600163880887,hold,0.0,0.0,0.0,0.0
2024-09-18 12:30:00-04:00,220.8000030517578,220.8800048828125,220.6999969482422,220.7700042724609,232681,67.04641042751513,0.03748533006615544,4568412.0,88.45617444770137,hold,0.0,0.0,0.0,0.0
2024-09-18 12:35:00-04:00,220.7700042724609,221.0,220.72999572753903,220.8999938964844,244930,68.45110162962176,0.05453422786914175,4813342.0,93.57224060803416,hold,0.0,0.0,0.0,0.0
2024-09-18 12:40:00-04:00,220.9040985107422,220.9199981689453,220.25999450683597,220.8000030517578,650258,66.1164406098661,0.05479298041873415,4163084.0,90.54706282331706,hold,0.0,0.0,0.0,0.0
2024-09-18 12:45:00-04:00,220.7949981689453,221.1199951171875,220.72999572753903,221.0399932861328,390468,68.86154268943956,0.06608634489106924,4553552.0,91.57644065365848,hold,0.0,0.0,0.0,0.0
2024-09-18 12:50:00-04:00,221.0500030517578,221.2700042724609,221.00999450683597,221.1100006103516,407429,69.63437676807585,0.07270543715058603,4960981.0,90.78114807260869,hold,0.0,0.0,0.0,0.0
2024-09-18 12:55:00-04:00,221.08999633789065,221.3500061035156,221.07000732421875,221.28500366210935,369454,71.53619478516362,0.08258267403331065,5330435.0,94.10158270579775,hold,0.0,0.0,0.0,0.0
2024-09-18 13:00:00-04:00,221.28500366210935,221.33999633789065,221.05499267578125,221.12950134277344,428872,67.49127140076374,0.07270396848511443,4901563.0,91.75182091600617,hold,0.0,0.0,0.0,0.0
