Datetime,Open,High,Low,Close,Volume,rsi,macd,obv,so,action,change_pct,change_shares,profits,shares,curr_capital
2024-09-18 12:15:00-04:00,186.1699981689453,186.4600067138672,186.1649932861328,186.3999938964844,232977,41.446105467550176,-0.0024167474784601573,163214.0,38.012451239297796,hold,0.0,0.0,0.0,0.0,10000.0
2024-09-18 12:20:00-04:00,186.3999938964844,186.6199951171875,186.38999938964844,186.4250030517578,203230,41.949364296186154,0.025569051096252016,366444.0,57.87108149294903,buy,-0.18642500305175783,10.0,0.0,10.0,8135.749969482422
2024-09-18 12:25:00-04:00,186.4539031982422,186.6100006103516,186.44000244140625,186.5619964599609,102781,44.75059300209159,0.05200672451896682,469225.0,77.36181025554555,hold,0.0,0.0,1.36993408203125,10.0,8135.749969482422
2024-09-18 12:30:00-04:00,186.58999633789065,186.6000061035156,186.3249969482422,186.389892578125,106987,42.00807167560062,0.056243755773873805,362238.0,80.46662801029356,hold,0.0,0.0,-0.351104736328125,10.0,8135.749969482422
2024-09-18 12:35:00-04:00,186.3999938964844,186.4747009277344,186.30999755859372,186.3600006103516,102934,41.531988898333836,0.05529118366228816,259304.0,81.16511981542601,hold,0.0,0.0,-0.6500244140625,10.0,8135.749969482422
2024-09-18 12:40:00-04:00,186.3699951171875,186.42999267578125,186.22999572753903,186.3000030517578,166561,40.538905994636714,0.04908851583825016,92743.0,72.161921241676,hold,0.0,0.0,-1.25,10.0,8135.749969482422
2024-09-18 12:45:00-04:00,186.2749938964844,186.435302734375,186.2700042724609,186.3800048828125,82190,42.51280499254161,0.048742895155749394,174933.0,71.82213832520596,hold,0.0,0.0,-0.449981689453125,10.0,8135.749969482422
2024-09-18 12:50:00-04:00,186.38999938964844,186.6499938964844,186.38999938964844,186.60009765625,137103,47.660492794409805,0.06091565790615763,312036.0,79.0934382089549,hold,0.0,0.0,1.750946044921875,10.0,8135.749969482422
2024-09-18 12:55:00-04:00,186.6000061035156,186.75999450683597,186.5449981689453,186.66000366210935,189767,48.99914513591588,0.06993500014532972,501803.0,87.08698886008146,hold,0.0,0.0,2.350006103515625,10.0,8135.749969482422
2024-09-18 13:00:00-04:00,186.6649932861328,186.6999969482422,186.5780029296875,186.6100006103516,142749,47.897945924977456,0.06933149537475858,359054.0,90.82974683444205,hold,0.0,0.0,1.8499755859375,10.0,8135.749969482422
2024-09-18 13:05:00-04:00,186.6100006103516,186.72999572753903,186.5800018310547,186.7100067138672,72957,50.30351451301032,0.07214342657984255,432011.0,90.99182074369116,hold,0.0,0.0,2.85003662109375,10.0,8135.749969482422
2024-09-18 13:10:00-04:00,186.6999969482422,186.8699951171875,186.6499938964844,186.7113037109375,100000,50.33554074034673,0.07048486677307467,532011.0,89.65872072892891,hold,0.0,0.0,2.863006591796875,10.0,8135.749969482422
2024-09-18 13:15:00-04:00,186.72000122070312,186.7357940673828,186.5565948486328,186.67999267578125,91463,49.50610644074392,0.0638696165461763,440548.0,88.18810616527936,hold,0.0,0.0,2.549896240234375,10.0,8135.749969482422
2024-09-18 13:20:00-04:00,186.6999969482422,186.72999572753903,186.55810546875,186.6100006103516,75291,47.617213695493035,0.05188028637739281,365257.0,77.39638770737324,hold,0.0,0.0,1.8499755859375,10.0,8135.749969482422
2024-09-18 13:25:00-04:00,186.6199951171875,186.8800048828125,186.6199951171875,186.8500061035156,138327,54.086364367979435,0.056816161824789345,503584.0,80.1938368707026,hold,0.0,0.0,4.250030517578125,10.0,8135.749969482422
2024-09-18 13:30:00-04:00,186.8500061035156,187.16000366210935,186.83999633789065,187.01010131835935,141406,57.82770902869883,0.06687249870664527,644990.0,80.79597215093588,hold,0.0,0.0,5.850982666015625,10.0,8135.749969482422
